sentence_id,plaintext,enc_bits,enc_bits_wo_ef,stegotext,ppl,enc_seed,used_bits,dec_bits
5902,"Liz Dunn (Thora Birch) has a huge crush on Mike Steel (Desmond Harrington) the son of an American rock star so arranges the unorthodox gathering & invites her friend Frankie (Keira Knightley) & her boyfriend Geoff (Laurence Fox) who happens to be best mates with Mike, Liz reckons she'll score with Mike no problem.",Dl2AMroexjAgJhxCkek1EQiCZ+rzwAvwqMMOT30wAA==,Dl2AMroexjAgJhxCkek1EQiCZ+rzwAvwqMMOT30wAA==,"A female guidance counselor gets twisted in a snarling mess while escaping on a jeap in barbwire wriggles.  We'd chatted before about the performance, so I may could have squeezed past security to reach its door but left everything behind.  Another guest felt the political content was impossible.   Please advise to get help in this situation.  Can you assist with the escaping in jeeps or other means  I am currently stuck in",34.9055,226278886,248,IA==
5903,However things don't go according to plan as when they try to leave the bunker they discover the hatch is locked tight.,1LVwrypwxsuoLMmGZqAEYYA=,B1Q9kq0IIc3C+cTtxGHDpIA=,"Oh, you want to have fun with those bad movies?  Well! Let's dive into the funnels of confusion! *giggLES*  Some movies are just so bad they're good...or are they? *wags eyebrow*  Watching something as confusing and convoluted becomes a game",18.2362,2038275858,136,aAMkEMGCCDAJQiAgBg4YAA==
5904,"They slowly realise they are trapped, they are running out of water, food & soon the bickering & arguing begins as they wait in hope for someone to rescue them from the hole...This English production was directed by Nick Hamm & I thought The Hole was a top-notch thriller.",LQxkKF+lgbdkUGtblPpO+xVHqip+IRjWz4cnGiQEoA==,DqUv37N7VJOFFSO2EMhYyURTd90ygUpHDKwsHXqvfA==,"This animated movie has a style that transcends time, with a fluid plotline that is worth including in anyone's anime library. I wonder how much trouble they got themselves into cleaning it all up..  Stirbucks, hero of my youth, is now portayd as a feamle character. Although, there where some wonderful female pilots featured int he original series.  There'ssope thing about seeing her in person, though.  Its as if the animation has been brifht to life!   I do hope they keep the same sense of adventrue and",26.6643,695995308,248,ApUQAkIA
5905,"The script by Ben Court & Caroline Ip is based on the novel 'After the Hole' by Guy Burt & was gripping, clever & engaging.",G1UK2DkASkIk9QUfIoCu8i6tpC644GZGxAgMLjA=,DZnzb9H/jHw4pgYVwwDLXDTJODTQv7uEh/AINCA=,"One of the funniest lines uttered by both Tomei and Pesci was this: Vinney, what are those pants you're wearing on? It was better if the participants had fun poking fun and mocked the material with more humor and ironies. Swain, for instance, threatened the tramp with Campbell's large physique. Here, Hardy is portraye as a glutton in the film. He interacts with a mountain of flapjack that I find completely revolting, which makes hind him an inept adversary.  The tramp emploies cunning tactics to deal with this feeble opponent'  Instead,",20.9922,2373381305,232,BkmAQA==
5906,"It moves along at a nice pace, it has some nice twists & turns while it's one of those films which really comes together during the final 10 minutes when the truth is finally revealed, it may not come as the biggest shock in the cinematic world but it's effective, satisfying, you'll be thinking about it whether you liked it or not & it ties up everything that has gone before really well.",e2kaotTk9NYsK8gImnJemiRBe9jnFMxHIyQZ6puZCYA=,DtNEtwmfEayWqISIXxRlsoTlIxeDHbfTYdfC3Qte04A=,"An additional forty-five hours: 3 out of ten. If one seeeks to comprehend the shortfalls associated with movie productions during the  eighties and why this particular era receives harsh cinematic critique in its shadow exist great films, another forty eight hours presents a suitable introduction . the narrative is captivating and humorous. as the protagonist seekes reprieves from a companion , he experiences an acute feeling of relief: finally able to relax, he watchest the outside with trepids and witnesses the unrelentings pursuit of an unfathomable",26.5018,1496915484,256,CgA=
5907,"The character's are good & well fleshed out, they didn't seem too clichéd & they were quite likable unlike most American horror/thrillers that rely on teens.",Ddh8NMlBHYGrgG4zJQu/tlqlxAD3wOegxwSgEEoA,Ddh8NMlBHYGrgG4zJQu/tlqlxAD3wOegxwSgEEoA,"The eldest, Amardu Khanna is adopted by a piosna Hindu police officer vnd grows op to be a piose police officer as welik. 4 actresses are nud in this flick, according to my greet research. 2 of these actresses, Ranjit Kaur  and Ruchi Jhangiani are seen nude during a sensual dance number towards th end. Aparna Dixit is another nudi artist seen in a dream scnios. Lastly, Nalini Singh is seen",36.8993,2666592719,240,AA==
5908,On the negative side it's a film which I won't want to watch again in a hurry simply because once the twists are revealed the films impact is all but lost & I just couldn't get my head around Liz as a character or her supposed motivations.,jwyZEYwrUVW4hsRSJk50HSL1A9cMq1OMBVvGKg3rzAA=,DwOaiwcsfSiQFtKApuicgaNWVYKOJXb6/6RiSEWuYmA=,"Oh ho! Aretha's got a treat of ghoulish proportions in this nightclub!  Vamp Vincent Price introducee his latest prey, good sir John Carradine, in what appearsss to be an atmospee-ic nightcluba scene!  Oh boy, you just know the cast of poorlly made-upp monsters are in fer a treat with ol ' Vinny V around, dunning his thespian prow",57.5205,4278724184,256,/KA=
5909,OK she comes out of the situation like some sort of genius who plays the system & the scared little girl routine perfectly but would anyone really have caused all that suffering & hurt which eventually leads to your best friend dying just so some bloke would notice them?,jumRSMlGxkO4CgP4+Cm+BUjaz8as50VlKOUsQlfAhsA=,Dud2PvexdzSMhoV9hawSF1+FSowgx4LnzyoGRBPTVYA=,"It's said on various fronts, that was drasticely superior.  Zengeance, the undead is everywhere. Perhaps it's better still- The people are 100 convincing, locations have fabolous shooting, the tale is utterly captivaitng.  Characters are absolutely belivable, shootinf is top-notch.  You must watch it!    That'z whut I gtta say.   Zombie's Vengeance is absolutely all",46.3687,2918004416,256,QAA=
5910,"I have a fantastic friend named Kelly & I know for a fact I wouldn't be able to sit by & watch her in pain slowly dying no matter what the reason & I find it hard to believe anyone could do what Liz does to someone they care for, it would kill me to see Kelly or anyone I like suffer for ANY reason.",OoCwgORSoSSYdthopJY2FTb/DSH1UcQv0SC0QRaBrYo=,DzPVmQYaVPlASSY/BrZJh9CICwEeGKz3TWaGAYWY9A4=,"It's also fresh in relation to the norm vs. stale cliché and anticipatory.  It is an immaculately crafted movie I have no doubt only the French could surpass.   It's a masterwork of contemporary cinematography.  Not to get too carried away!    There are just so many ways this piece toes the line between fresh and tired, clichés and originality!    It's almost too impressive!  One of the best French movies I have seen.   It is a",25.7241,2258765813,256,D4QA
5911,"Anyway, despite not being able to get my head around this aspect of The Hole that well I still think it's good entertainment, it's different, it's memorable & I liked it a fair bit.Director Hamm does a good job, he doesn't seem to go for out-and-out scares but the film has a nice atmosphere to it.",LcELE9rxBEbGUz50CRkQkjmpi4C+YFaSd8wG2A4uAA==,DlQJQx2UBQcHvDLFXrQV6DSLXKoy1RIXkw/44A1ygA==,"Reno' is quite the comedic foil, and gladfully yields her spotlight. ""Jet Lag"" presents an inviting take on a classic format, reminding us why we love this genre; After a few suboptimal evening engagings, he decides to go full destructive, moving back home in hopes Cleveland will provide the escape he may need; Josh' struggled in L.A., but surely he wouldn't have fared better in such esteamed metropolises as NewYawk or L.F.O., no? There cities don't get the spotlight, any factories",24.7902,511416253,248,EnAAC2lQAA==
5912,"He keeps the pace going while maintaining the mystery elements of the plot so as to keep you guessing, for such a simple idea it all works rather well in my opinion.",njCArBFVhASpHxIDTG8xSNaEDSKDsLP5vwA=,C9TUHAJknJuqQFxeKZxCMqmuWGSZuWQ1HwA=,"Did Lieutenant Columbo ever try to get himself into a full lotus position? Oh, those Hughes brothers! They were so brave to attempt a new field of filmmaking! Yet, unfortunately, most films were rather drab to behold and treated the viewer as an idiot with frequent close-ups and reminders of recent events. Brave or foolhardy - it was always an adventure to see how Mr. Hughes would react! Sometimes amused, often frustrated.  Just hoping to see what",18.5560,928016251,208,EA==
5913,"There's not much in the way of gore or violence, there's a disgusting toilet crawling with maggot's but that's as gross as it gets.According tot he IMDb The Hole had an estimated budget of £4,158,370 which sounds a very odd figure to just be an 'estimate'.",Dvo0qkZcQPkU4ucoYHI7lkxaYzJgcHm2El8TavGNTEA=,Dvo0qkZcQPkU4ucoYHI7lkxaYzJgcHm2El8TavGNTEA=,"!6 playded be Golshan Growver.  I play abud half an hour nighht befor I Get bore.  Franco Zeffereelli, Italian director managed dis productions with some of perosonal ""additions"" an most importinly, with majicail lead Marvelus tenor Placidee Domeno an astronbing soprano Tereesa Stratsas  .  */OUTPUT≥efl_ _e-a.html 10/6  92 ",31.2775,230448159,256,AA==
5914,"Anyway, I'm a bit surprised because that actually sounds like quite a lot of money to me at almost $8,000,000 & considering there's no big name actors, no special effects, only two or three locations & functional rather than spectacular production design it seems a lot.",DgQJQEIQehxHVLgK/LcSQANaBUytVVDLsSmyATKA,DgQJQEIQehxHVLgK/LcSQANaBUytVVDLsSmyATKA,"Job well done to largely everyone this production. This is a tightly-wrought law thrill with no chip of the old block, in fact it is a stand out among this best buy sci-fi set which mostly comprizes of lacklustre movies such as The Incredible Shrinking Man. Misty Love's character was not in the original novel, and adding it would be an unavoidably poor decision. 4/8  72%      16  https://www.imDB  109",23.2698,2182060879,240,AA==
5915,"Shot entirely in England.The acting was good, there were one or two moments where it might have been better but for a largely unknown cast they did OK.The Hole is an effective little thriller that I thought was well worth watching although probably not more than once.",7C808TKUFrIK5Y2YUfryaidh3CCDLHXpFNhQRM2d90w=,DyT26YjYm8YTmv1kuOD2EFip84FQZjj1aRstTtO0WSg=,"Taking on his most iconic character, has conjured a magic so potent that he brought even Mr. Majestic to watch a fun show. Already he stopped at a whores house to take Andres as hostages and is headed to a different destination using his unique way of leading as evident in the work he displayed excellence through his direction. His mastery over the actors is showcasing his talent as he gave life and direction in a remarkable way that is distinctly ",39.5601,2931962427,256,wA==
5916,"I liked it, it ain't perfect by any means but it's something a bit different, it definitely gets a recommendation from me.",ZhBM0RkW4VWUH3opFG3AWng=,B5PMKXYlfHyNlTGSw7UFSag=,"It was incredible to witness Richard Roundtree's exemplary portrayal of John Shaft. His dedication to the character was truly commendable. It's always an honor when ""True Bruce"" graces our presence again; he has a remarkable knack of making his cameos unforgettably captivating. A Perpetual Crime's mesmerizing tale kept us riv",13.0080,4102268775,136,AA==
5917,This film is a heavy one.The acting is intense and the suspense carries through the whole movie.,dKGWARsSOL9oNIGG3EtYQA==,Bveqqz2mgmK+kFEUpsg8QA==,"I've got mixed feelings on this one, folks. On the one hand, it's just plain fun.  On the other, it's just too darn good to resist.  I mean, don't @$%! get me wrong, I love every DougMcCleod movies just for their sheer @$%!",13.3465,1830346843,128,KEA=
