sentence_id,plaintext,enc_bits,enc_bits_wo_ef
8125,"In real life, insurers have little trouble finding replacements for such as the honest doc portrayed here and few docs if any ever become whistle blowers.",e92guCUVmQeqDOIri16HtrgEQYjcv5AilgDZQLPQ,Dj1NqZ4BVNCvpTYIRrdzHvr8ndFjg9voNTWAYIqy
8126,I knew who Charles Nelson Reilly was from the old game shows on TV when I was a kid.,tOxIJCIWEWlNOAQAxV3GYA==,BvPMBpwqVGphdCcUipidgA==
8127,This movie is pretty much a film of his stage act (I didn't know he had one).,hoE0FW82V0uozafBQQgg,Boezpsn/qONLhiHgoamA
8128,"The guy lived an incredible life and if he were to read this he would stress that he ""STILL IS LIVING an incredible life.""",CejqKX5rGRZAzY6gJPgISr8wetGIgA==,CejqKX5rGRZAzY6gJPgISr8wetGIgA==
8129,This is a great stage act brought to the screen and it has a real neat feel to it.,FLQqrQx2xlgNfoDkGgc4MA==,ByfMyfekhG/2VP9H7AXQIA==
8130,The camera angles and editing add to this man's story telling.,V4sqgmZIEMEgXDBWgA==,BVhIe/vM0luH6UspgA==
8131,It is a very unique movie and I can't recommend it enough.,kliiDDCxYhJY,A5NQp3hZ5fmQ
8132,I saw it down at the SWX film festival and everybody was raving about it.,RkHmhy2Gk9QwFTTC2NA=,BiPbNGs1zyZVQSaoXQA=
8133,I think you walk into the movie with low expectations (who really wants to see an older man from cheesy game shows in a one-man stage show talk about his life?!),OZKHqHEVL42FmrxdIjapTSOQ4QcdnEeEOqaYJBA=,DYP7wE1LCMc0ForeVklrXlcqMq50E1FTFpwVYBA=
8134,but the movie grabs you.,Q2Im0jyCDQYA,A1dT7PO5lEIA
8135,"I just had the opportunity to catch this at the 2007 Madison Film Festival and thought it was such a wonderful film; equally entertaining, touching, and funny.",PriI1DoHkzxIECgRYs7ACdIn7m4A,CXPzhkM3KCBqswzUmgkzPtZRCcVA
8136,"The content of this film, which is Mr. Reilly's stage show that recaps his life and work, is absolutely fantastic.",XIAuixYQWsjnClJxKKSDiAdvgA==,CHhP8siW/LsKpgOYS4DyLSjGgA==
8137,"Equally important was the editing and capturing of his performance, where I felt the impact and intimacy of a live show.Thanks for sharing your wonderful life, Mr. Reilly!",OR9mjPFkJgUm0ZYd0qyP47pUFBPQjsVH8WyEBwA=,DUScCitgNmGvTYVHTwpu/by1SrEqb1LIgcasyAA=
8138,"And for all the lifetime of laughs, even if you want to forget about the TV material.",B5ChYKkZ9DFLYJgROz/ZmFA=,B5ChYKkZ9DFLYJgROz/ZmFA=
8139,"Thanks to the film makers that brought this performance to a wider audience.I can't recommend this enough and look forward to its release on DVD, so I can share it with my friends.While watching his performance, I realized that performers of his caliber just don't grace the screen anymore.",jvDMVsgwagRhyu0UGx+/IVniCYEPpykMM0r4HJQKHyA=,Dv4yZKyc9vKTWbSgu6QbOmOBiAkGoYiEt/0FGY2HmKA=
8140,A thought that is quite depressing.,AwAHXSyR6GA=,AwAHXSyR6GA=
8141,"I saw this at the Waterfront Film Festival in Saugatuck, Michigan.As the film opens, some people on the street are asked if they know who Charles Nelson Reilly is.",C4PbFBHKbuQM48UFBxV9DgkmG3iBr5azQA==,C4PbFBHKbuQM48UFBxV9DgkmG3iBr5azQA==
8142,Several of them say they've heard his name but don't really know him.,BJpaqNh0Z9oJICA=,BJpaqNh0Z9oJICA=
8143,"Well, before seeing this film, I feel into that category.",JCzNVECoMs9CKEQ0YA==,BXDxEFXfwlkCivqQYA==
8144,I didn't even realize until right before seeing the film that he has recently passed away.The movie was very entertaining.,CBP5ppoclkPCkUAjMc9KhQqA,CBP5ppoclkPCkUAjMc9KhQqA
8145,"I hadn't heard of the stage production, so I didn't know that the movie was a filming of his one man show.",3ORAJVi0EshIGwmSsRl2fG5Q,CDPwCfncZJsTiD2FLnWQZ19A
8146,But I really enjoyed it.Charles Nelson Reilly was quite the character.,9DjARsDQlkBAaHDiY+A=,BiSmQQb525m7xfNWoUQ=
8147,He was funny and witty and never worried about making fun of himself.,hGC0ioKBLUW7RkA=,BGTQWthZdDGKzIA=
8148,"In the film, Charles mostly talked about his childhood and how he started out in the entertainment business.",dE2I/BMS3iXlBTAsDTRA,Bm0ho7kik6SzNJymrQNA
8149,There were a lot of great stories and some inside jokes.,I1SiZC6iViE6,A7ooeo3XuCvI
8150,I liked whenever he talked about a new person from his family or someone close to him that he would cast a famous person to play the part.This film was a lot of fun and I really got to know who the real Charles Nelson Reilly was.,DqPMKkQhlkJ5bIbcFPI6PJRsSECHlctQkcThMwDiVA==,DqPMKkQhlkJ5bIbcFPI6PJRsSECHlctQkcThMwDiVA==
8151,"It's sad that he's gone, but he lived a long life and the film seems to show that he enjoyed every bit of it.",JpOgHVAA5ynRUDYpRBQHqAA=,B0N/5EAA095BFW10UBAGIAA=
8152,And he gave an excellent finale.,EvjyHTBEuFEA,A1Cj6d+HL54A
8153,"Well, it is the end of May 2007 and Mr. Charles Nelson Reilly has recently died.",htYhdak4Y010cDSTTgMvgA==,BtDxhC0VdjtPPwuY1tX6AA==
8154,"I just learned of it today and, while I know it's silly, I've been sitting here at work getting teary-eyed.",FBIKrgvYxpGDpPx64AMuQFmA,B+PzNA1vex79OKhTQAI0f5EA
8155,"Sure, as a kid I knew him only from The Match Game, but when I saw ""Life of Reilly (Save It for the Stage)"" last fall I understood at last what a fascinating person and enormous heart lay behind the outrageous public persona.",O+s8FqXoxooB8GkDCU5QMe+CBhx2mhuIQWWJOeMcs4A=,DvG5ha3ArzzN1Q1X8sUqgQjP+rnQ2r2VMvjBvv1GgmA=
8156,"And, finally, it seems that even the game-show Charles Nelson Reilly was not really ever a mere persona, that he was never anyone but who he was, histrionic and unapologetic and, if you took the trouble to look, enormously dignified.",LNSMyBqIAXmELhJ2YtizxQRJCLbc1rADLT9xC9ZtPtA=,DxCloB31VGH6jULHgko8+/r0CjjluJVWjpk+oxLbzbg=
8157,"The movie shows both the man and the artist, a veteran stage actor whose craft at storytelling never ebbed, even as his final years slowed him down physically.As it happens, I ran across the ""Jose Chung"" episode of the X-Files, with Mr. Reilly in the title role, last week, just before he passed.",+jHOOk8DDjiABNOvXHIJ3IUFHfmE5XEFbdJThkHIRzA=,DykmDk6Mx6gHrr3WT51Cr4UoFi1Qupk9QgY4Q1lvPcQ=
8158,"That long, serialized interview scene with Gillian Anderson's Dana Scully is just a delight; I think you can see the fun Ms. Anderson is having playing off him.",+EPMaCJIJdxIfNumaAwbG3TylBHVhMlJrhQA,DGImPhVSImBOIvhXpF2yy3xAolmdHzDySexA
8159,And it surely contains some of the series' best comic writing.*Sigh.,B2CkaTUfIdYMNOTMNGQMvAA=,B2CkaTUfIdYMNOTMNGQMvAA=
8160,"* Mr. Reilly, I shall miss you greatly.",VpgK6xDjNEEjD5g=,BKWp0O5YXaR6UBA=
8161,This is a unique movie as it is the last performance Charles Nelson Reilly ever did of his one man show.,CEfIgTsoj2FRsWfw0lZXIhYZAA==,CEfIgTsoj2FRsWfw0lZXIhYZAA==
8162,To watch him tell his stories is to see a master weave his craft into words that keep you consistently engrossed by what he has to tell.CNR's life is fascinating.,GyllSJrkgvKD25mWkopkHgZLcCCHlDiE8A2RIHIA,Dc5GcOy4/KMCku7k4wxH6/uNoD8FGC8HX/bhwFwA
8163,There is much more to him than most people will ever know.,UthURCNI9YMA,A1o7xHotgRMA
8164,"For years you just knew him as the guy on match game, and that funny guy on the Lucy episode, or wasn't he on ghost and Mrs Muir?",jiKEPCS8sZz5ySZ9GcJse5FITopRB40iSIY/igHo,DiyolLAMvSHYETdKU5H9hhdfEZvKzUBiKqyTGRjw
8165,Something about him in all of those things stuck out enough for people to remember him.,BhV4WhCyUaGr80gmBkg=,BhV4WhCyUaGr80gmBkg=
8166,"The man is an amazing performer, and his words are rich in with the history of Broadway, Hollywood and his personal life.This film needs to be released on DVD or somehow the gameshow network needs to make a deal with the film maker and show it on the gameshow network, or release it with one of the DVD sets!",WATJyTQedWKUL0IB6QYa9heSImvTChqCUYsHZJ/KHmA=,DwgOaK04JAMqnEeG3DhqBF8S7WTQ/C4duqeCYQUh9PA=
8167,People need to see it!,YphzyFIq,AjxTaS+O
8168,Just watched the unedited three hour version of The Life of Reilly filmed in San Francisco in 2001.,B+USBvSoHtFBMUK6gfxM6YWA,B+USBvSoHtFBMUK6gfxM6YWA
8169,This is a two DVD set that is superb quality and crystal clear.,BOfJ2AhtQoAunWAA,BOfJ2AhtQoAunWAA
8170,"It appears that the filming is authorized as CNR sees everything from the stage, throwing barbs at the audience now and again and would unquestionably have commented on the filming had it been done without his permission.",DxNARIUeSovptI/kE6WMxaGhHey4MESbmBp4bUmXaug=,DxNARIUeSovptI/kE6WMxaGhHey4MESbmBp4bUmXaug=
8171,Not having seen the version shown in theaters I have to assume that this is the complete show as opposed to the mini-documentary which most of the posters on this site are referring to.,CwpHqzqJKA8ldgAaOx7YVdYgA3sTwWzA,CwpHqzqJKA8ldgAaOx7YVdYgA3sTwWzA
8172,"This is a brilliantly funny one-man show, witty and dramatic, funny and tragic in the telling of stories from Nelson Reilly's life and career.",vLGaAdmaENYPwhdIPibWvTykD6JgWAA=,CkfINu40hwJfo3KBkad3mu9Dh7fixAA=
8173,His performance covers a huge range of subjects and his delivery is masterful.,RJAQfRUnq0p14BMA,BN3MtnIH1ij6RFYA
8174,"Strange to believe that his talents will essentially be remembered only for his contribution to Match Game.A one-man show that is both touching and very, very funny.",zDZRXFX4QkZo4xKU+i2kpsUlLsCUEGs00g2Z4A==,DPU4vKgbbnlgFEOp9iaIyiG9XZHAwK1HMmpyAA==
8175,"For anyone who knows anything about show business from way back when - and I'm talking about the great Vaudeville stars of the 20's and 30's, this is a nostalgic mind-blower.",C1ywyQlLZio7YFEuIZ8TmCnYEaAunJ1GAA==,C1ywyQlLZio7YFEuIZ8TmCnYEaAunJ1GAA==
8176,"When Nelson Reilly talks about his family, describing them as ""portrayed by"" Burt Lancaster or Shirley Booth or any one of a multitude of movie stars from the 40's and 50's, the result is hysterical.",ezIiwRfnAcpwbTLJhiWqLU5i5ELyTRshwy6ZQJ/QlA==,DqWWN6u/PhFZAqkEQXYJMtuIHn32nQu6mCH0FMT8IA==
8177,What a wonderful memorial to a talented and loving personality.,ZQR5kPlIqFw5oAA=,BEEm0hUPjcbxOQA=
8178,"For anybody who grew up between 1960 to the early 1980's, the name Charles Nelson Reilly should click with you (especially if you watched a ton of kid vid & game shows).",r5wJbGBE82Vno0PBAYaZ4FlJgZbwW4DBcB1C,DLy3OLjoK6/WAPwCqfvlmi5wcZwJFb/rgTAy
8179,"The documentary,filmed mostly at his one man play/monologue/diatribe, on the last two performances should be worth you while.",DikswGx7AXiJoypCgmbTeoQM0sZj+QKZ1JJG4h9g,DikswGx7AXiJoypCgmbTeoQM0sZj+QKZ1JJG4h9g
8180,"Reilly recalls his tortured childhood,up thru his late adolescence with a mix of snide humour & pained memories (how he even got through childhood & adolescence with a vile,racist,homophobic control fanatic Mother,a alcoholic,manic depressive Father,a comatose Aunt & other dysfunctional family members is a small miracle in itself).",LOBXUQCXmkg4hwPfF52YnfZTkoYOxq1+UWrxGEYi+oQ=,DyrsQVXst6A1+VZME04fTm0WF1KnB3Ey64jBSvgoyKw=
8181,"He also recalls his early years on Broadway (only after he was rejected by the President of NBC for being gay),and his eventual rise as a television celebrity, makes this for a film to be taken upon.",DzTfnyknT+4BFUNlGmHegjsMPwCwUQAN0SL0+gFShNQ=,DzTfnyknT+4BFUNlGmHegjsMPwCwUQAN0SL0+gFShNQ=
8182,"About my only beef is the occasional clumsy camera & editing work that makes this film a wee bit of a challenge (the camera seems to be everywhere it's not supposed to be more than a few times,plus the framing seems to be way off,giving the film a rather clumsy,home movie look, such as 'Ziggy Stardust & The Spiders From Mars',which was marred by bad camera & editing work).",LVylpCwspKy5mAX0XHAo5+MgHsuZzCCEbXs4hEA1sEA=,DuXR0CVwhdo0tVGQT5V1hnwqsly08CoFJGPKBQA7asA=
8183,"If you can get past that, 'The Life Of Reilly' is one to seek out.",NGE1zyJsCRu0GIz4hSQ=,BjKHXWUKp+jgFZO/NPg=
8184,I just saw a screening of this film at the Seattle International Film Festival.,MqqIMMEBUPciAA==,A8PzGTKrTEgwAA==
8185,Everyone was in great spirits with some pre-show Charles Nelson Reilly t-shirts being given away.,CHCUFlKUHinL2j5zQZg76Ex2AA==,CHCUFlKUHinL2j5zQZg76Ex2AA==
8186,"Knowing that CNR was more than just a television perma-guest, I was looking forward to hearing him tell stories as only he can.",CuVFczkBN+OrkQGssiCckqnGyfA6AsFA,CuVFczkBN+OrkQGssiCckqnGyfA6AsFA
8187,"He didn't disappoint.It takes a gifted storyteller to wring humor and pathos out of a painful childhood, and a sharp observer to make the life story so fresh and consistently surprising.",DeTZZHuKRqKGdSHzUtn4AcYdRr76pjTUEJyUCxkA,DeTZZHuKRqKGdSHzUtn4AcYdRr76pjTUEJyUCxkA
8188,"As long as the cameras held steady on CNR and just let the man express himself, the film was excellent.Unfortunately, it seemed that the film-makers wanted to constantly remind the viewer that this was a FILM documentary.",DnLhKrwKomETzxBEanlEJkKMIhoC6LZKKiA5kjpcYA==,DnLhKrwKomETzxBEanlEJkKMIhoC6LZKKiA5kjpcYA==
8189,"I wanted to hear more stories, especially about his life in the theater, but the film-makers edited three-plus hours of stage material down to barely ninety minutes.",XuqCY7KIQzyxHB1eBrRxOpiz4E1n9QJsc8A=,C/PARreI8virXcrHgxbNAyLyZhc2OlnVDaA=
8190,This lead to some jarring transitions and title screens explaining what surely must have been great stories.,qrjYnbL4MBoKA84lR6TMMkTxiA==,CJeIxvtkpLnksurEPe0dICWxEA==
8191,Black-and-white film clips interspersed with CNR's monologue detracted from the stories rather than enhance them.,vgYQBuLj9YMhSY8EkMexFYoAswsw,CZVAEIq7pQ0//qPwFt452IIoZg4g
8192,"But my biggest complaint, however, was the totally distracting soundtrack.",ZYBUwdbFEDawqQ2A,BOSlVPeD1+zwcz3A
8193,"Electric guitars and synthesizers played constantly, often making it difficult to hear CNR's words.",B5JEzQ71BBUBzE8CGZ89oog=,B5JEzQ71BBUBzE8CGZ89oog=
8194,"The director attended the screening and explained that they were still editing the film, and he seemed to acknowledge that it was difficult to hear at times.",HP1K7BQndXiFiCab0xNKiAkqLA==,CKmMt+fFplD5D8TtYh2M8A4zyA==
8195,"I recommend more Charles, mellower editing, and far less soundtrack.The good news is that the director announced the production team's desire to include as a DVD bonus feature an uncut film of CNR's stage show from 2003, which runs about three hours and has plenty of stories and anecdotes.",DyPISGsDHX3PiyzWRujQSjTGABm9XgFYk6bhUF70H6A=,DyPISGsDHX3PiyzWRujQSjTGABm9XgFYk6bhUF70H6A=
8196,Maybe my problems with the film are really to disguise my disappointment at never being able to see CNR's show live on stage.,aGVWtNaPDkXMZC9Ei7K9VBIFkRpTsoA=,CnZ1bI+jbroFeFzJYD4sLTu/ShbRj6A=
8197,I hope that uncut film will provide the fix.,BRPAMQMniLlFhqeo,BRPAMQMniLlFhqeo
8198,"Due to Gillian Anderson's real-life pregnancy, she needed to be written out of the show for a little while to deliver her baby.",KhGwVm4sQwJwxGLTg57jJR2o,CBSVEtglA/0/BSjp/LJ8LrHY
8199,Duane Barry begins the storyline that was written to get around this situation.,BqQjOWWGZeCBl01JHXoE,BqQjOWWGZeCBl01JHXoE
8200,I think the Scully abduction storyline was very well done throughout the course of the series.,JJsFQCNND4ExQyPBjYA=,BeP7qoOkDKvBA9ZUpIA=
8201,It's funny that this real-life event brought about this fantastic storyline.,habWHUlYyUS4DSTg6A==,BaN1aCF5sPRMQWWFbA==
8202,"Continuing with its tradition of great guest stars, Steve Railsback gives an incredible performance as the abductee, Duane Barry.",Ci7JLEIfvtA6ut3ooIVxqLA+SGFIkA==,Ci7JLEIfvtA6ut3ooIVxqLA+SGFIkA==
8203,This episode is low on action but high on drama as Mulder negotiates with Duane Barry in a hostage situation.,NcMUkVIv+iMTFyRNgQVIDgA=,B1fg1LA7vP1OewYL/mHzOoA=
8204,My only hang-up with this episode is the about face of Agent Lucy Kazdin.,R6NmoUSOopI7QxRwOi51/Q2A,B96ORRXTmyA4z+rd5Gj6WIWA
8205,"At first she tells Mulder that what Duane Barry needs is a ""friend, someone who appears to understand him and can appeal to his sense of reason.""",6MkAaZ35wFnqIDA8XQOpgmIyTk0uEinA,CvtKiLAPAECQ6Kzb5pilel/EghrnjEQg
8206,"She also say, ""So whatever crap you got to make up about space men or UFOs, just keep him on the phone.""",H+4cgshAahadDK0YZlC1acSH4kgrMWg=,CrQXA3B/s+Tp9zYQRGDZsXj6vHAyIbA=
8207,"Then later, she abruptly changes her mind and tells Mulder not to feed into Duane's psychosis when Mulder says he believes him.",CkCRZsJd0E4UBwev0iqdFIXJLoyKUQA=,CkCRZsJd0E4UBwev0iqdFIXJLoyKUQA=
8208,I don't see those two strategies as compatible.,EnIQ8Q34ElHo,A6Pgofav456w
8209,"Either you go along with Duane's ""aliens"" or you don't.",pOCQTQISymYY6BxJIA==,BYU6npwhg1Hkbt6AAA==
8210,"It just doesn't make any sense.However, it's a minor issue, and the every other aspect of the episode is great.",CANB63M8EYP3gRhWXLKZk7GA,CANB63M8EYP3gRhWXLKZk7GA
8211,The ending scene in Scully's apartment is chilling and memorable.,xIBeBHl43BAASssA,BMhfLGHDMBIwXFcA
8212,An episode of very high tension as Mulder finds himself in a hostage situation with an alleged abductee.,VJoa6NzpCwoIoJoGPsTJUAA=,B2W3zFJohalmqkiM5SosqoA=
8213,"Very little action , but keeps you hooked all the way through , and nicely kicks starts the story of Scully's abduction due to Anderson's real life pregnancy.",mz0CBatEEqTZrrJF0uEKXODcv9uR8mJq02HbeBAA,DdvYIRNrd7DeFTawLJKe9kkh9JmHJJjUSfdlNSqA
8214,Although i would advise people with conditions like epilepsy not to watch this as there are many scenes with flashing and strobe lighting.,CQbSqSSWIxGCiYicMhGCiB8FxJA=,CQbSqSSWIxGCiYicMhGCiB8FxJA=
8215,"Also contains a lot of good alien scenes , with good special effects.",lWvwjUUk8AztLKJwJwMA,BksUHZujAwu9irbpLNEA
8216,The ending is extremely chilling and will stay with you.,xEySBAoDs1NQsA==,BAhfLBWPnen4UA==
8217,"A good episode , one which would make anyone want to continue watching th X-Files!8/10!",CWBQAPphRDMrGJBwYH7FVADYDIoA,CWBQAPphRDMrGJBwYH7FVADYDIoA
8218,"The alien-episodes have always been my favorites, but this one wasn't as great as i hoped for to be honest.",CLlXWCon0XBiVpADSGQNCh6JNA==,CLlXWCon0XBiVpADSGQNCh6JNA==
8219,"The black lady in the FBI was pretty darn dumb about the tactics, that annoyed me.",CKi75DWTigZBQTZpaLsC29RAoA==,CKi75DWTigZBQTZpaLsC29RAoA==
8220,I didn't really understand if Duane was lying or not.,FhoFSukcwQuxUA==,BBP5jLHogfLeYA==
8221,"If he was telling the truth, why would they add the whole ""he was shot in the head blabla""-part?",XXFkbLKm6z2Wow0lzpHai2hBMAg=,CTKRXQwE/fZ88tuBYs23iuGYWlQ=
8222,"And if he was lying, the episode would be kind of pointless.",JYiOIXPeDKCScwg=,BKCn1GmypdXoaVw=
8223,Something that was also annoying was the blinking lights in the alien-scenes.,FQfEQrYkhVfKawXAI1A=,BgV4fNvHBmVzsgaAPZA=
